slug,repo,worm_file,ts,mode,seed,population,generations,jitter,delta_linf,caos_ratio,sr,G,ece,rho_bias,fp,nov_last,nov_global,score,hash,gate_pass
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_193326_6416.json,2025-10-01 19:33:26,?,,,,,0.0032414123454501467,1.0193792132511506,0.8650727085507912,0.8663612075652108,0.011349661923023101,1.013240983291007,0.02301970272487225,,,0.747373971877731,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_194016_416072.json,2025-10-01 19:40:16,?,,,,,0.0032395687465695214,1.0192555226989626,0.8655561535245266,0.8658038826451636,0.011351534923747757,1.01302693849864,0.023017653873313258,,,0.7473341066433383,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_194652_812677.json,2025-10-01 19:46:52,?,,,,,0.0032401521658090688,1.0190899232515132,0.8650570380257118,0.8660192784271025,0.011346489788950871,1.0132894611210126,0.02302810392229612,,,0.7472438190029027,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_195415_255959.json,2025-10-01 19:54:15,?,,,,,0.0032411792903761618,1.0195142055580304,0.8653704336838146,0.8663507766112416,0.011346897008101563,1.013290398300072,0.023025864878204755,,,0.747458042840062,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_200052_652556.json,2025-10-01 20:00:52,?,,,,,0.0032417961196607595,1.0190818555122583,0.8649975659269752,0.8658580033189804,0.011353363595663924,1.013338191218434,0.02302267013786582,,,0.747198240802222,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_200725_45272.json,2025-10-01 20:07:25,?,,,,,0.0032408292443482415,1.019448501362217,0.8651459100656846,0.8656566422925395,0.011352152568445514,1.0136626761970386,0.023027160240504968,,,0.7472604453120628,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_200942_182754.json,2025-10-01 20:09:42,?,,,,,0.0032415089547359957,1.019311095443523,0.8655875373242627,0.8660873687562498,0.011352498731496066,1.013395001062744,0.023021813940874058,,,0.7474080708285173,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_201618_578223.json,2025-10-01 20:16:18,?,,,,,0.0032409283580094664,1.019392088581827,0.8649350578302979,0.8663864815401425,0.011355598370610707,1.0129947409553617,0.023017230563875224,,,0.7473536283686069,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_202306_986674.json,2025-10-01 20:23:06,?,,,,,0.0032421473576946906,1.0195294497655873,0.8652460558828013,0.8661660053563137,0.011347772029390454,1.013333242030395,0.023020376480767716,,,0.7473999168214636,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_203027_427117.json,2025-10-01 20:30:27,?,,,,,0.0032394504202767423,1.0195225463751978,0.8655450673139543,0.8660052151154818,0.011357272256642572,1.013122545727859,0.023027812960021498,,,0.7474239473233157,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_203700_820780.json,2025-10-01 20:37:00,?,,,,,0.0032396859257479093,1.0191070176453734,0.8654271927407106,0.866045374737482,0.01135012568750946,1.0128955917607134,0.023021901988306115,,,0.7473266514422812,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_204331_211793.json,2025-10-01 20:43:31,?,,,,,0.003241689860794825,1.0192487339277483,0.8656672365178165,0.8657800523732689,0.01134927365880849,1.0133038378768786,0.023027299238505113,,,0.7473498852461944,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_204546_346122.json,2025-10-01 20:45:46,?,,,,,0.003239409242494745,1.0191950604028013,0.8651267393694517,0.8659462312752984,0.011357499542106759,1.0133894181827527,0.023024037193370067,,,0.7472633343844616,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_205224_744744.json,2025-10-01 20:52:24,?,,,,,0.0032393913438222995,1.0193551977647153,0.8653175090852708,0.8659594344035149,0.011350917955062292,1.0131633266152271,0.023024832775333966,,,0.7473367314464251,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_205915_155578.json,2025-10-01 20:59:15,?,,,,,0.003239403805590874,1.0191365877899736,0.8656219240523679,0.8656750167130138,0.01134724771626917,1.0128924230522662,0.02303021367781893,,,0.7472968403327805,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_210608_568031.json,2025-10-01 21:06:08,?,,,,,0.003239719630340447,1.0194319555690194,0.8653961907592368,0.865893834428861,0.011353311167437334,1.0131401931806394,0.02302821003728891,,,0.7473541879570191,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_211251_971408.json,2025-10-01 21:12:51,?,,,,,0.0032409326200330915,1.0191196334834909,0.8656933859209357,0.8662496025849685,0.011353568319248754,1.0128990638753632,0.023022553486342624,,,0.7474230987413265,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_211928_368357.json,2025-10-01 21:19:28,?,,,,,0.003240911610420631,1.0194201008631782,0.8655996503627695,0.865695742155214,0.011348062262593108,1.0129643914229063,0.023019694638522804,,,0.7473545053082049,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_212142_502414.json,2025-10-01 21:21:42,?,,,,,0.0032423024823371237,1.019053837210019,0.8651651054236061,0.8658808348756121,0.011350557512144822,1.012941007274401,0.02303824328938538,,,0.7472295359181619,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_212821_901015.json,2025-10-01 21:28:21,?,,,,,0.003242321491019589,1.0193937173398162,0.8648577787490735,0.866048986477556,0.011355755271957695,1.013662656675841,0.02302076320366253,,,0.7472709089639311,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_213501_301954.json,2025-10-01 21:35:01,?,,,,,0.003242263446448403,1.0192742333119096,0.8652660646545631,0.8664943151838211,0.011346361249544903,1.0131710501833873,0.0230295537763233,,,0.7474177838167617,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_214137_697268.json,2025-10-01 21:41:37,?,,,,,0.0032402594371950333,1.0190517235562133,0.865351168424397,0.8663305556304003,0.011351026318866423,1.0133636918007092,0.023017966462818097,,,0.7473578421314726,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_214840_120295.json,2025-10-01 21:48:40,?,,,,,0.003239642618709537,1.019313193316061,0.8651712987452548,0.8664941497399694,0.011354333879152799,1.013848760635774,0.02302342793011366,,,0.7474058807030723,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_215548_548191.json,2025-10-01 21:55:48,?,,,,,0.0032406994228852525,1.019121516025263,0.8650564403585375,0.8660816816864456,0.011348328493921866,1.0132981560630059,0.02301685576151711,,,0.7472635490730823,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_215810_690471.json,2025-10-01 21:58:10,?,,,,,0.0032401629891964123,1.0195022353826104,0.8654050638591011,0.8659648196862616,0.011348040059143808,1.01377212899572,0.023021899388146926,,,0.7473854624387049,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_220506_106389.json,2025-10-01 22:05:06,?,,,,,0.003239373701402257,1.0192240146101277,0.8652096203587497,0.8660147103976156,0.01135522145311951,1.013732049211482,0.023027585102060273,,,0.7472992631580612,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_221155_515406.json,2025-10-01 22:11:55,?,,,,,0.003239826432293065,1.0195104470926786,0.8650316280476009,0.8661909520361342,0.011347156089169884,1.0133459670972385,0.023028921896294477,,,0.747356962923195,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_221846_926231.json,2025-10-01 22:18:46,?,,,,,0.0032394912215564253,1.0194828123872957,0.8652364845412689,0.8660935192359298,0.011351367987875522,1.013072791310946,0.023031995226791425,,,0.7473721251557435,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_222540_340050.json,2025-10-01 22:25:40,?,,,,,0.003241016402899476,1.0190499434490048,0.8650882113545131,0.8658374951143398,0.011348404691689446,1.0135519539486397,0.02303224447704361,,,0.7472052683472782,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_223244_764953.json,2025-10-01 22:32:44,?,,,,,0.003239613466002365,1.0194989346849417,0.8651237831382957,0.8658510124879127,0.011347532229590463,1.0138309486151895,0.023027193499332757,,,0.7473051961825381,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_223509_909677.json,2025-10-01 22:35:09,?,,,,,0.0032398576652771377,1.0191401875320456,0.8653532469472444,0.8657457873876893,0.011354878823175985,1.0133108576792447,0.023030403474754477,,,0.7472572876766583,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_224208_328698.json,2025-10-01 22:42:08,?,,,,,0.0032415641900774153,1.0194338222501387,0.8656677477745714,0.865865137768172,0.01135191022101104,1.0129786976608146,0.023016881701220397,,,0.7474047752043689,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_224853_733304.json,2025-10-01 22:48:53,?,,,,,0.0032415779737027116,1.0190412871948997,0.8651872426158513,0.866064493217908,0.011354474325277279,1.0128750021173367,0.023024407542590466,,,0.7472690320136857,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_225542_142668.json,2025-10-01 22:55:42,?,,,,,0.003240770794733687,1.019253404002027,0.8652836570072987,0.8659318298477783,0.01135326357056028,1.0132207462458034,0.023019282484881796,,,0.7473046777248232,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_230247_567093.json,2025-10-01 23:02:47,?,,,,,0.0032402336323838214,1.0194467670503429,0.8655572946511848,0.866445512359152,0.011352405722054612,1.0130383718572633,0.023024068638445236,,,0.7475003141025627,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_230944_984774.json,2025-10-01 23:09:44,?,,,,,0.0032401393536594662,1.019372139142842,0.8650267237473013,0.866341583156287,0.011347932399667473,1.013187032624638,0.023024427816251976,,,0.7473588810584261,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_231213_133288.json,2025-10-01 23:12:13,?,,,,,0.003241496702040956,1.0191636882679176,0.8654564623115829,0.866106905444886,0.01135232357987464,1.0131800707131948,0.023039081854249337,,,0.7473545700018732,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_231915_555472.json,2025-10-01 23:19:15,?,,,,,0.0032400336194657532,1.0195125525302597,0.8651558099271333,0.8661174874464478,0.011356043248786054,1.0135379345428004,0.023028797918094045,,,0.7473666925879734,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_232623_983496.json,2025-10-01 23:26:23,?,,,,,0.0032411091803381054,1.019437935219949,0.864900101219935,0.8657515446804059,0.011356386678803055,1.0135394392947414,0.023033193255027177,,,0.7472271800667427,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_233325_405557.json,2025-10-01 23:33:25,?,,,,,0.003240161923465364,1.019457142141591,0.8652326263190699,0.8659714841337952,0.011352087964873213,1.0129679422273068,0.023039097813491456,,,0.7473411643257478,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_234029_829252.json,2025-10-01 23:40:29,?,,,,,0.0032406774173170906,1.019345886197752,0.8656176811433666,0.8657550655588437,0.011351274279831172,1.0128835671369798,0.023035131404275905,,,0.7473532214950452,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_234736_256000.json,2025-10-01 23:47:36,?,,,,,0.0032407483562457086,1.0194054286511929,0.8654609801362784,0.8657650752778159,0.011346759612184235,1.0132351615854949,0.023037300250801484,,,0.747336040498008,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_234958_398221.json,2025-10-01 23:49:58,?,,,,,0.003241494525475031,1.0193864188462418,0.8654146253901994,0.8659593766577817,0.011357434394933094,1.0134830410986222,0.02302123934604286,,,0.747362515709842,,True
github.com-danielgonzagat-chinese-llm-benchmark,https://github.com/danielgonzagat/chinese-llm-benchmark,fusion_github.com-danielgonzagat-chinese-llm-benchmark_20251001_235649_809117.json,2025-10-01 23:56:49,?,,,,,0.0032420771309655074,1.0191649503375653,0.8652716192756587,0.8664461535125482,0.011352406868264858,1.0136440613037572,0.023037672906470755,,,0.747385952073874,,True
